activity_id,rep_id,hcp_id,account_id,date_id,activity_type,status,time_of_day,duration_min
907,3,1000000012,1000,20250827,lunch_meeting,scheduled,12:00,73
908,3,1000000012,1006,20250828,lunch_meeting,scheduled,11:15,67
909,3,1000000010,1001,20250901,call,scheduled,12:00,25
910,3,1000000006,1000,20250901,lunch_meeting,scheduled,11:45,81
911,3,1000000019,1006,20250902,lunch_meeting,scheduled,11:45,78
912,3,1000000013,1006,20250904,lunch_meeting,scheduled,13:00,85
913,3,1000000004,1003,20250905,lunch_meeting,scheduled,12:30,65
914,3,1000000010,1005,20250908,lunch_meeting,scheduled,11:45,80
915,3,1000000028,1001,20250908,call,scheduled,12:30,16
916,3,1000000019,1006,20250909,call,scheduled,17:00,37
917,3,1000000004,1005,20250910,lunch_meeting,scheduled,11:45,73
918,3,1000000007,1005,20250910,call,scheduled,12:30,28
919,3,1000000018,1005,20250911,call,scheduled,14:45,23
920,3,1000000020,1007,20250911,call,scheduled,08:15,33
921,3,1000000007,1007,20250912,lunch_meeting,scheduled,13:30,85
922,3,1000000028,1006,20250915,call,scheduled,16:15,26
923,3,1000000015,1002,20250915,call,scheduled,10:30,42
924,3,1000000014,1005,20250916,call,scheduled,11:45,23
925,3,1000000021,1002,20250917,lunch_meeting,scheduled,13:30,67
926,3,1000000008,1001,20250918,call,scheduled,11:00,22
927,3,1000000015,1007,20250919,lunch_meeting,scheduled,12:00,66
928,3,1000000005,1000,20250923,lunch_meeting,scheduled,12:15,80
929,3,1000000016,1000,20250925,call,scheduled,09:30,34
930,3,1000000010,1001,20250925,lunch_meeting,scheduled,12:00,72
931,3,1000000024,1001,20251001,lunch_meeting,scheduled,12:00,67
932,3,1000000020,1001,20251001,lunch_meeting,scheduled,12:45,85
933,3,1000000024,1003,20251002,lunch_meeting,scheduled,11:15,63
934,3,1000000006,1003,20251002,lunch_meeting,scheduled,12:45,68
935,3,1000000018,1005,20251006,call,scheduled,13:45,30
936,3,1000000008,1004,20251007,call,scheduled,13:45,37
937,3,1000000012,1004,20251007,call,scheduled,17:00,41
938,3,1000000022,1000,20251008,call,scheduled,12:45,24
939,3,1000000021,1005,20251008,call,scheduled,16:15,42
940,3,1000000013,1000,20251009,lunch_meeting,scheduled,12:30,62
941,3,1000000007,1002,20251013,lunch_meeting,scheduled,13:15,88
942,3,1000000014,1000,20251014,lunch_meeting,scheduled,11:45,75
943,3,1000000024,1006,20251014,lunch_meeting,scheduled,13:15,88
944,3,1000000017,1001,20251017,lunch_meeting,scheduled,12:30,74
945,3,1000000001,1000,20251020,call,scheduled,15:15,15
946,3,1000000013,1003,20251020,lunch_meeting,scheduled,12:00,63
947,3,1000000023,1002,20251023,lunch_meeting,scheduled,12:45,75
948,3,1000000028,1002,20251023,lunch_meeting,scheduled,11:30,85
949,3,1000000007,1001,20251024,lunch_meeting,scheduled,12:15,72
950,3,1000000027,1003,20251027,call,scheduled,08:15,44
951,3,1000000007,1004,20251029,call,scheduled,08:45,34
952,3,1000000020,1004,20251030,call,scheduled,09:30,20
953,3,1000000017,1006,20251104,lunch_meeting,scheduled,13:15,63
954,3,1000000008,1003,20251104,call,scheduled,12:30,38
955,3,1000000013,1002,20251105,lunch_meeting,scheduled,11:15,86
956,3,1000000024,1003,20251106,lunch_meeting,scheduled,11:45,85
957,3,1000000009,1003,20251111,lunch_meeting,scheduled,11:30,78
958,3,1000000021,1007,20251112,call,scheduled,08:45,19
959,3,1000000028,1005,20251112,lunch_meeting,scheduled,13:00,82
960,3,1000000023,1006,20251113,lunch_meeting,scheduled,11:00,77
961,3,1000000030,1003,20251118,lunch_meeting,scheduled,12:00,60
962,3,1000000017,1006,20251119,lunch_meeting,scheduled,12:30,64
963,3,1000000002,1002,20251120,lunch_meeting,scheduled,11:45,89
964,3,1000000011,1007,20251120,call,scheduled,09:30,37
965,3,1000000005,1004,20251121,call,scheduled,13:00,19
966,3,1000000028,1004,20251124,lunch_meeting,scheduled,12:30,88
967,3,1000000020,1004,20251125,lunch_meeting,scheduled,12:15,70
968,3,1000000016,1002,20251126,lunch_meeting,scheduled,11:15,64
969,3,1000000002,1003,20251126,call,scheduled,08:45,23
970,3,1000000014,1001,20251128,lunch_meeting,scheduled,11:45,71
971,3,1000000018,1007,20251201,lunch_meeting,scheduled,12:00,87
972,3,1000000024,1002,20251201,call,scheduled,13:00,21
973,3,1000000006,1002,20251202,lunch_meeting,scheduled,13:30,78
974,3,1000000001,1002,20251204,lunch_meeting,scheduled,11:15,84
975,3,1000000016,1001,20251204,lunch_meeting,scheduled,11:30,81
976,3,1000000012,1001,20251208,lunch_meeting,scheduled,11:00,62
977,3,1000000027,1007,20251209,lunch_meeting,scheduled,13:15,79
978,3,1000000001,1005,20251210,call,scheduled,17:45,25
979,3,1000000024,1002,20251210,call,scheduled,08:30,25
980,3,1000000020,1006,20251215,call,scheduled,14:30,20
981,3,1000000008,1006,20251215,call,scheduled,08:15,20
982,3,1000000025,1006,20251216,lunch_meeting,scheduled,13:30,64
983,3,1000000016,1006,20251218,lunch_meeting,scheduled,13:30,64
984,3,1000000022,1001,20251219,lunch_meeting,scheduled,13:00,75
985,3,1000000029,1006,20251222,lunch_meeting,scheduled,12:45,62
986,3,1000000026,1005,20251223,call,scheduled,14:45,17
987,3,1000000011,1007,20251225,call,scheduled,10:45,31
988,3,1000000021,1001,20251225,lunch_meeting,scheduled,12:45,62
989,3,1000000010,1002,20251226,call,scheduled,12:15,31
990,3,1000000010,1000,20251229,call,scheduled,08:00,31
991,3,1000000014,1001,20251230,lunch_meeting,scheduled,13:30,78
992,3,1000000012,1004,20251231,call,scheduled,16:00,18
993,4,2000000022,1015,20240801,call,completed,14:00,17
994,4,2000000014,1012,20240801,lunch_meeting,completed,12:45,79
995,4,2000000011,1010,20240802,call,completed,17:30,42
996,4,2000000004,1014,20240805,call,completed,09:00,20
997,4,2000000021,1015,20240805,lunch_meeting,completed,13:30,79
998,4,2000000016,1012,20240806,lunch_meeting,completed,13:30,72
999,4,2000000026,1012,20240806,call,completed,08:15,18
1000,4,2000000007,1008,20240808,call,completed,10:15,28
1001,4,2000000027,1011,20240808,call,completed,15:15,30
1002,4,2000000001,1009,20240809,call,cancelled,15:45,30
1003,4,2000000019,1011,20240813,call,completed,14:00,25
1004,4,2000000014,1015,20240816,lunch_meeting,completed,12:45,76
1005,4,2000000024,1015,20240819,call,completed,16:00,28
1006,4,2000000019,1013,20240819,call,completed,14:45,18
1007,4,2000000020,1013,20240820,lunch_meeting,completed,11:15,69
1008,4,2000000007,1015,20240821,lunch_meeting,completed,13:00,78
1009,4,2000000030,1013,20240821,lunch_meeting,completed,12:45,90
1010,4,2000000027,1013,20240822,lunch_meeting,completed,11:15,69
1011,4,2000000016,1010,20240826,call,completed,17:45,18
1012,4,2000000026,1014,20240826,lunch_meeting,completed,11:00,60
1013,4,2000000029,1012,20240827,lunch_meeting,completed,11:00,85
1014,4,2000000014,1009,20240829,call,completed,11:45,23
1015,4,2000000026,1013,20240830,call,completed,16:30,43
1016,4,2000000028,1009,20240903,call,cancelled,15:45,45
1017,4,2000000027,1009,20240903,call,completed,17:00,41
1018,4,2000000002,1009,20240904,call,completed,11:30,20
1019,4,2000000024,1012,20240904,lunch_meeting,completed,12:00,64
1020,4,2000000012,1013,20240905,call,completed,11:45,28
1021,4,2000000025,1008,20240905,call,completed,15:30,24
1022,4,2000000012,1014,20240910,lunch_meeting,completed,11:15,84
1023,4,2000000014,1011,20240911,call,completed,14:45,43
1024,4,2000000015,1013,20240911,call,completed,08:00,17
1025,4,2000000011,1014,20240912,call,completed,14:00,36
1026,4,2000000002,1012,20240916,lunch_meeting,completed,13:30,77
1027,4,2000000028,1012,20240916,lunch_meeting,cancelled,11:30,88
1028,4,2000000020,1010,20240917,lunch_meeting,completed,11:45,82
1029,4,2000000012,1014,20240917,call,cancelled,09:00,32
1030,4,2000000013,1010,20240918,lunch_meeting,completed,13:30,69
1031,4,2000000011,1010,20240919,call,completed,16:30,22
1032,4,2000000027,1012,20240919,lunch_meeting,cancelled,11:00,86
1033,4,2000000009,1013,20240920,call,completed,09:45,24
1034,4,2000000024,1008,20240923,lunch_meeting,completed,11:15,71
1035,4,2000000010,1012,20240923,call,completed,16:15,18
1036,4,2000000017,1011,20240924,lunch_meeting,completed,11:45,86
1037,4,2000000003,1009,20240925,call,completed,10:45,21
1038,4,2000000003,1013,20240926,lunch_meeting,completed,13:15,87
1039,4,2000000019,1015,20240927,lunch_meeting,cancelled,13:15,83
1040,4,2000000027,1010,20240930,call,completed,15:45,19
1041,4,2000000017,1009,20241001,call,completed,08:15,45
1042,4,2000000018,1013,20241001,call,completed,14:00,18
1043,4,2000000019,1012,20241002,call,completed,09:30,24
1044,4,2000000010,1012,20241003,lunch_meeting,completed,11:15,85
1045,4,2000000002,1012,20241004,lunch_meeting,completed,13:15,60
1046,4,2000000012,1009,20241008,call,completed,17:30,33
1047,4,2000000015,1013,20241008,lunch_meeting,completed,13:30,64
1048,4,2000000021,1015,20241010,lunch_meeting,completed,11:30,62
1049,4,2000000026,1014,20241010,lunch_meeting,completed,12:30,77
1050,4,2000000029,1015,20241014,lunch_meeting,completed,11:00,78
1051,4,2000000021,1012,20241014,call,completed,09:15,45
1052,4,2000000018,1008,20241015,call,completed,16:00,18
1053,4,2000000022,1010,20241015,call,completed,11:15,41
1054,4,2000000027,1015,20241016,call,completed,17:30,27
1055,4,2000000019,1008,20241016,lunch_meeting,cancelled,11:30,73
1056,4,2000000001,1013,20241018,lunch_meeting,completed,11:00,77
1057,4,2000000005,1010,20241022,lunch_meeting,completed,11:30,90
1058,4,2000000022,1010,20241023,call,completed,13:15,15
1059,4,2000000002,1012,20241024,lunch_meeting,completed,11:45,88
1060,4,2000000011,1012,20241024,lunch_meeting,cancelled,11:00,66
1061,4,2000000019,1011,20241028,lunch_meeting,completed,13:15,90
1062,4,2000000004,1012,20241028,call,completed,16:45,17
1063,4,2000000001,1014,20241029,call,cancelled,08:30,32
1064,4,2000000022,1009,20241030,call,completed,10:30,33
1065,4,2000000014,1015,20241030,call,completed,16:15,40
1066,4,2000000018,1010,20241101,call,completed,14:45,16
1067,4,2000000027,1012,20241105,call,completed,15:30,34
1068,4,2000000027,1014,20241106,lunch_meeting,completed,11:30,61
1069,4,2000000003,1014,20241111,call,completed,16:30,43
1070,4,2000000007,1013,20241112,lunch_meeting,completed,13:15,68
1071,4,2000000011,1013,20241114,call,completed,17:30,15
1072,4,2000000030,1010,20241114,call,completed,08:00,36
1073,4,2000000018,1015,20241118,lunch_meeting,completed,13:30,62
1074,4,2000000001,1015,20241119,call,completed,14:30,27
1075,4,2000000006,1008,20241119,call,completed,11:45,15
1076,4,2000000001,1012,20241121,lunch_meeting,completed,13:30,69
1077,4,2000000026,1011,20241121,call,cancelled,13:00,23
1078,4,2000000029,1011,20241122,call,completed,14:00,42
1079,4,2000000019,1015,20241125,call,completed,17:15,17
1080,4,2000000005,1009,20241126,call,completed,17:15,43
1081,4,2000000017,1012,20241126,call,completed,08:30,36
1082,4,2000000029,1015,20241127,call,cancelled,08:30,28
1083,4,2000000028,1014,20241127,lunch_meeting,completed,13:15,75
1084,4,2000000017,1008,20241128,call,completed,14:45,25
1085,4,2000000007,1013,20241202,call,cancelled,08:15,37
1086,4,2000000003,1011,20241203,call,completed,12:00,35
1087,4,2000000004,1008,20241204,lunch_meeting,completed,11:30,86
1088,4,2000000009,1011,20241204,call,completed,13:00,41
1089,4,2000000017,1011,20241205,call,completed,17:45,39
1090,4,2000000015,1009,20241209,call,cancelled,08:45,25
1091,4,2000000029,1009,20241209,call,completed,15:00,24
1092,4,2000000021,1014,20241210,call,completed,08:00,24
1093,4,2000000028,1014,20241210,lunch_meeting,completed,12:15,87
1094,4,2000000026,1008,20241211,lunch_meeting,completed,12:00,70
1095,4,2000000021,1008,20241211,lunch_meeting,completed,13:00,63
1096,4,2000000023,1009,20241216,call,cancelled,10:30,26
1097,4,2000000014,1015,20241216,lunch_meeting,completed,11:00,61
1098,4,2000000019,1014,20241218,lunch_meeting,completed,13:00,64
1099,4,2000000010,1013,20241219,lunch_meeting,completed,11:15,61
1100,4,2000000027,1008,20241223,lunch_meeting,completed,11:15,85
1101,4,2000000003,1013,20241223,call,completed,15:30,42
1102,4,2000000019,1013,20241224,lunch_meeting,completed,11:00,74
1103,4,2000000029,1008,20241224,lunch_meeting,completed,11:15,82
1104,4,2000000020,1011,20241226,call,completed,13:45,21
1105,4,2000000006,1008,20241227,lunch_meeting,completed,12:00,77
1106,4,2000000015,1011,20250101,lunch_meeting,completed,11:15,66
1107,4,2000000006,1011,20250102,lunch_meeting,completed,12:15,65
1108,4,2000000030,1009,20250108,call,completed,10:45,35
1109,4,2000000030,1011,20250110,lunch_meeting,completed,12:30,81
1110,4,2000000026,1014,20250114,call,completed,10:15,21
1111,4,2000000018,1014,20250114,lunch_meeting,completed,12:15,89
1112,4,2000000019,1011,20250116,lunch_meeting,completed,12:15,61
1113,4,2000000021,1012,20250116,call,cancelled,17:45,21
1114,4,2000000026,1009,20250120,call,completed,16:30,30
1115,4,2000000015,1010,20250121,lunch_meeting,completed,13:30,75
1116,4,2000000023,1015,20250121,lunch_meeting,completed,12:00,66
1117,4,2000000028,1011,20250124,lunch_meeting,completed,12:45,78
1118,4,2000000009,1009,20250128,call,completed,12:45,31
1119,4,2000000008,1008,20250129,lunch_meeting,completed,12:45,74
1120,4,2000000014,1014,20250130,lunch_meeting,completed,12:30,72
1121,4,2000000008,1012,20250204,call,completed,09:30,41
1122,4,2000000017,1009,20250205,lunch_meeting,cancelled,11:00,62
1123,4,2000000012,1008,20250205,call,completed,13:30,24
1124,4,2000000027,1012,20250206,call,completed,10:30,15
1125,4,2000000025,1012,20250206,lunch_meeting,completed,12:45,86
1126,4,2000000021,1010,20250210,lunch_meeting,completed,13:30,66
1127,4,2000000008,1015,20250211,lunch_meeting,completed,11:30,87
1128,4,2000000025,1014,20250213,call,completed,16:00,26
1129,4,2000000028,1010,20250217,lunch_meeting,cancelled,11:45,85
1130,4,2000000022,1013,20250217,lunch_meeting,completed,12:45,84
1131,4,2000000018,1012,20250218,lunch_meeting,completed,13:00,89
1132,4,2000000005,1010,20250218,lunch_meeting,completed,13:30,78
1133,4,2000000013,1011,20250219,lunch_meeting,completed,12:15,75
1134,4,2000000019,1015,20250221,lunch_meeting,completed,11:15,61
1135,4,2000000020,1015,20250224,call,completed,09:45,24
1136,4,2000000007,1011,20250224,lunch_meeting,completed,11:45,61
1137,4,2000000017,1008,20250225,call,completed,14:45,20
1138,4,2000000016,1009,20250228,lunch_meeting,cancelled,11:15,87
1139,4,2000000014,1015,20250304,call,completed,12:15,31
1140,4,2000000022,1015,20250305,lunch_meeting,completed,11:45,62
1141,4,2000000027,1014,20250305,call,completed,17:45,29
1142,4,2000000019,1008,20250306,call,completed,15:30,37
1143,4,2000000013,1010,20250307,lunch_meeting,completed,13:30,73
1144,4,2000000013,1010,20250310,call,completed,08:15,43
1145,4,2000000029,1012,20250312,call,completed,11:45,28
1146,4,2000000004,1013,20250313,call,completed,16:30,28
1147,4,2000000015,1010,20250313,lunch_meeting,completed,11:45,60
1148,4,2000000023,1015,20250317,lunch_meeting,completed,12:15,72
1149,4,2000000002,1008,20250317,lunch_meeting,completed,11:30,81
1150,4,2000000015,1015,20250318,lunch_meeting,completed,13:30,67
1151,4,2000000023,1015,20250318,call,completed,12:15,20
1152,4,2000000004,1010,20250320,lunch_meeting,completed,13:15,65
1153,4,2000000003,1008,20250320,lunch_meeting,completed,12:15,66
1154,4,2000000018,1011,20250324,lunch_meeting,completed,13:30,80
1155,4,2000000022,1009,20250324,lunch_meeting,completed,12:00,79
1156,4,2000000025,1011,20250327,call,completed,11:15,17
1157,4,2000000001,1008,20250331,lunch_meeting,completed,13:30,62
1158,4,2000000006,1010,20250403,call,completed,09:30,25
1159,4,2000000018,1011,20250403,call,cancelled,14:45,18
1160,4,2000000011,1010,20250409,call,completed,13:00,27
1161,4,2000000008,1009,20250411,lunch_meeting,completed,12:00,62
1162,4,2000000010,1015,20250415,call,completed,17:15,23
1163,4,2000000011,1014,20250417,call,completed,13:45,17
1164,4,2000000011,1008,20250417,lunch_meeting,completed,13:30,67
1165,4,2000000025,1009,20250423,lunch_meeting,completed,12:15,79
1166,4,2000000003,1008,20250423,call,completed,12:15,19
1167,4,2000000007,1008,20250424,call,cancelled,17:45,38
1168,4,2000000005,1012,20250425,lunch_meeting,completed,11:45,80
1169,4,2000000025,1008,20250428,call,completed,13:30,22
1170,4,2000000002,1011,20250430,call,completed,14:30,20
1171,4,2000000015,1008,20250430,call,cancelled,09:15,16
1172,4,2000000005,1011,20250501,call,completed,17:15,22
1173,4,2000000017,1009,20250501,lunch_meeting,completed,12:15,83
1174,4,2000000006,1011,20250506,lunch_meeting,completed,12:15,68
1175,4,2000000003,1013,20250507,lunch_meeting,completed,12:45,73
1176,4,2000000020,1014,20250508,call,completed,15:00,39
1177,4,2000000013,1014,20250508,call,completed,12:15,32
1178,4,2000000013,1015,20250512,lunch_meeting,completed,12:45,62
1179,4,2000000005,1015,20250513,call,completed,11:00,15
1180,4,2000000024,1013,20250514,lunch_meeting,completed,12:45,83
1181,4,2000000012,1014,20250514,lunch_meeting,completed,13:00,73
1182,4,2000000030,1010,20250519,call,completed,12:30,31
1183,4,2000000016,1013,20250520,call,completed,14:15,22
1184,4,2000000016,1008,20250520,lunch_meeting,completed,13:00,82
1185,4,2000000021,1010,20250521,lunch_meeting,completed,13:00,68
1186,4,2000000008,1010,20250521,call,completed,09:45,27
1187,4,2000000019,1009,20250522,call,cancelled,10:45,23
1188,4,2000000023,1012,20250522,lunch_meeting,completed,13:15,84
1189,4,2000000019,1013,20250527,call,completed,11:45,37
1190,4,2000000010,1008,20250527,call,completed,08:00,17
1191,4,2000000014,1014,20250528,lunch_meeting,completed,11:15,71
1192,4,2000000006,1010,20250528,call,completed,16:00,29
1193,4,2000000027,1011,20250529,call,completed,10:15,23
1194,4,2000000029,1014,20250529,lunch_meeting,completed,13:00,87
1195,4,2000000003,1014,20250603,call,completed,13:00,33
1196,4,2000000016,1009,20250605,call,completed,08:00,18
1197,4,2000000026,1008,20250609,lunch_meeting,completed,12:45,75
1198,4,2000000025,1013,20250609,lunch_meeting,completed,13:15,70
1199,4,2000000022,1014,20250611,lunch_meeting,completed,12:30,85
1200,4,2000000028,1014,20250616,call,completed,09:30,45
1201,4,2000000025,1011,20250617,lunch_meeting,completed,13:30,87
1202,4,2000000016,1014,20250617,call,completed,13:00,35
1203,4,2000000028,1008,20250618,lunch_meeting,completed,11:45,72
1204,4,2000000020,1009,20250619,lunch_meeting,completed,12:00,83
1205,4,2000000013,1012,20250619,call,completed,16:00,19
1206,4,2000000026,1009,20250620,lunch_meeting,completed,13:15,65
1207,4,2000000004,1015,20250623,call,completed,10:00,18
1208,4,2000000023,1008,20250624,call,cancelled,13:45,39
1209,4,2000000008,1012,20250625,lunch_meeting,cancelled,13:00,81
1210,4,2000000003,1013,20250627,call,cancelled,17:00,35
1211,4,2000000013,1014,20250630,lunch_meeting,completed,11:30,63
1212,4,2000000003,1009,20250701,call,completed,17:15,38
1213,4,2000000012,1010,20250703,lunch_meeting,cancelled,13:30,60
1214,4,2000000010,1008,20250703,call,completed,14:30,39
1215,4,2000000026,1010,20250704,call,completed,08:45,25
1216,4,2000000027,1011,20250708,lunch_meeting,completed,11:30,64
1217,4,2000000022,1008,20250709,lunch_meeting,completed,13:00,68
1218,4,2000000028,1015,20250709,call,completed,14:00,40
1219,4,2000000005,1011,20250710,call,completed,08:15,42
1220,4,2000000024,1014,20250711,lunch_meeting,cancelled,13:00,60
1221,4,2000000013,1013,20250714,lunch_meeting,completed,12:45,72
1222,4,2000000003,1012,20250714,lunch_meeting,completed,11:45,63
1223,4,2000000025,1008,20250716,lunch_meeting,completed,11:15,74
1224,4,2000000016,1012,20250717,call,completed,11:00,26
1225,4,2000000024,1009,20250717,call,completed,14:15,44
1226,4,2000000016,1010,20250722,call,completed,16:30,33
1227,4,2000000005,1014,20250723,call,completed,11:45,30
1228,4,2000000023,1010,20250724,lunch_meeting,completed,13:30,62
1229,4,2000000028,1014,20250725,lunch_meeting,completed,12:30,60
1230,4,2000000021,1011,20250801,call,completed,17:45,23
1231,4,2000000024,1009,20250804,call,completed,14:30,33
1232,4,2000000005,1009,20250804,lunch_meeting,completed,13:00,72
1233,4,2000000001,1014,20250805,lunch_meeting,completed,13:30,82
1234,4,2000000027,1009,20250805,call,cancelled,09:15,42
1235,4,2000000023,1010,20250806,call,completed,13:00,16
1236,4,2000000005,1011,20250806,call,completed,12:00,17
1237,4,2000000012,1010,20250808,lunch_meeting,scheduled,13:00,67
1238,4,2000000002,1012,20250811,lunch_meeting,scheduled,11:45,82
1239,4,2000000017,1013,20250812,call,scheduled,09:00,22
1240,4,2000000028,1011,20250818,call,scheduled,17:15,33
1241,4,2000000009,1010,20250819,lunch_meeting,scheduled,11:30,68
1242,4,2000000021,1010,20250820,lunch_meeting,scheduled,12:00,90
1243,4,2000000022,1014,20250821,call,scheduled,16:15,17
1244,4,2000000021,1011,20250822,lunch_meeting,scheduled,13:30,80
1245,4,2000000020,1010,20250825,lunch_meeting,scheduled,11:30,85
1246,4,2000000014,1014,20250825,call,scheduled,17:15,17
1247,4,2000000004,1009,20250826,lunch_meeting,scheduled,11:30,80
1248,4,2000000030,1013,20250828,lunch_meeting,scheduled,11:15,68
1249,4,2000000008,1014,20250902,call,scheduled,09:15,31
1250,4,2000000029,1012,20250903,lunch_meeting,scheduled,11:30,82
1251,4,2000000019,1012,20250903,lunch_meeting,scheduled,13:00,88
1252,4,2000000025,1014,20250908,call,scheduled,13:45,30
1253,4,2000000005,1012,20250909,call,scheduled,16:15,36
1254,4,2000000005,1010,20250909,lunch_meeting,scheduled,13:30,68
1255,4,2000000021,1013,20250911,call,scheduled,17:45,37
1256,4,2000000015,1010,20250911,lunch_meeting,scheduled,12:45,76
1257,4,2000000009,1014,20250912,call,scheduled,12:00,45
1258,4,2000000014,1013,20250915,call,scheduled,09:00,38
1259,4,2000000010,1015,20250923,call,scheduled,14:15,30
1260,4,2000000016,1009,20250923,lunch_meeting,scheduled,11:15,89
1261,4,2000000001,1014,20250924,lunch_meeting,scheduled,11:00,79
1262,4,2000000015,1010,20250924,call,scheduled,10:00,26
1263,4,2000000002,1014,20250926,lunch_meeting,scheduled,12:15,71
1264,4,2000000030,1011,20250930,call,scheduled,12:30,30
1265,4,2000000009,1011,20251001,call,scheduled,17:45,21
1266,4,2000000030,1008,20251002,lunch_meeting,scheduled,13:15,61
1267,4,2000000001,1015,20251003,lunch_meeting,scheduled,12:30,63
1268,4,2000000029,1010,20251007,lunch_meeting,scheduled,12:00,63
1269,4,2000000016,1011,20251008,call,scheduled,16:15,28
1270,4,2000000001,1010,20251010,lunch_meeting,scheduled,11:45,72
1271,4,2000000010,1013,20251013,lunch_meeting,scheduled,11:30,63
1272,4,2000000022,1015,20251014,call,scheduled,10:30,38
1273,4,2000000001,1013,20251015,call,scheduled,09:15,24
1274,4,2000000014,1013,20251020,call,scheduled,10:15,45
1275,4,2000000022,1012,20251021,call,scheduled,14:45,32
1276,4,2000000026,1010,20251022,lunch_meeting,scheduled,12:45,64
1277,4,2000000017,1008,20251030,call,scheduled,08:30,28
1278,4,2000000016,1012,20251103,lunch_meeting,scheduled,12:00,84
1279,4,2000000008,1010,20251104,call,scheduled,11:30,39
1280,4,2000000023,1011,20251106,lunch_meeting,scheduled,11:45,82
1281,4,2000000024,1010,20251110,call,scheduled,17:15,22
1282,4,2000000004,1010,20251110,lunch_meeting,scheduled,11:30,66
1283,4,2000000001,1011,20251112,call,scheduled,08:45,28
1284,4,2000000010,1011,20251113,call,scheduled,13:45,30
1285,4,2000000002,1014,20251113,call,scheduled,12:00,23
1286,4,2000000009,1013,20251114,lunch_meeting,scheduled,11:30,88
1287,4,2000000024,1013,20251124,call,scheduled,12:45,23
1288,4,2000000030,1009,20251124,lunch_meeting,scheduled,11:30,90
1289,4,2000000012,1013,20251125,lunch_meeting,scheduled,11:00,81
1290,4,2000000018,1010,20251127,lunch_meeting,scheduled,12:30,83
1291,4,2000000025,1013,20251127,call,scheduled,12:15,33
1292,4,2000000003,1009,20251128,call,scheduled,17:00,16
1293,4,2000000030,1011,20251201,call,scheduled,15:00,17
1294,4,2000000018,1013,20251201,lunch_meeting,scheduled,13:15,84
1295,4,2000000024,1010,20251203,call,scheduled,10:15,28
1296,4,2000000018,1012,20251203,lunch_meeting,scheduled,12:45,80
1297,4,2000000004,1014,20251204,call,scheduled,15:45,31
1298,4,2000000030,1008,20251204,call,scheduled,17:30,37
1299,4,2000000002,1008,20251208,call,scheduled,14:45,36
1300,4,2000000028,1009,20251209,call,scheduled,15:45,32
1301,4,2000000025,1014,20251209,lunch_meeting,scheduled,13:15,66
1302,4,2000000007,1008,20251215,lunch_meeting,scheduled,13:30,83
1303,4,2000000017,1012,20251215,lunch_meeting,scheduled,11:30,82
1304,4,2000000018,1009,20251216,call,scheduled,11:00,32
1305,4,2000000002,1010,20251218,lunch_meeting,scheduled,11:30,87
1306,4,2000000008,1011,20251222,call,scheduled,08:30,35
1307,4,2000000020,1013,20251222,lunch_meeting,scheduled,11:30,83
1308,4,2000000029,1012,20251224,lunch_meeting,scheduled,11:00,86
1309,4,2000000008,1012,20251225,call,scheduled,12:00,32
1310,4,2000000024,1014,20251229,lunch_meeting,scheduled,13:30,79
1311,4,2000000018,1011,20251229,lunch_meeting,scheduled,11:30,68
1312,4,2000000021,1014,20251231,call,scheduled,15:15,38
1313,4,2000000024,1014,20251231,lunch_meeting,scheduled,11:45,62
1314,5,2000000006,1015,20240801,call,completed,10:15,33
1315,5,2000000024,1010,20240802,lunch_meeting,completed,11:15,86
1316,5,2000000022,1011,20240805,call,completed,14:15,29
1317,5,2000000013,1009,20240806,call,completed,08:00,27
1318,5,2000000013,1008,20240806,call,completed,08:15,22
1319,5,2000000005,1008,20240808,call,cancelled,09:30,42
1320,5,2000000025,1015,20240814,call,completed,15:15,22
1321,5,2000000021,1009,20240816,call,completed,09:30,18
1322,5,2000000029,1014,20240819,call,completed,11:00,22
1323,5,2000000014,1014,20240819,call,completed,12:15,44
1324,5,2000000013,1009,20240820,lunch_meeting,completed,11:15,63
1325,5,2000000010,1013,20240820,call,completed,09:30,44
1326,5,2000000017,1013,20240827,call,completed,10:30,34
1327,5,2000000012,1009,20240828,lunch_meeting,cancelled,13:15,89
1328,5,2000000026,1009,20240829,call,cancelled,10:15,25
1329,5,2000000015,1015,20240902,call,completed,14:30,19
1330,5,2000000005,1010,20240904,lunch_meeting,completed,12:45,75
1331,5,2000000014,1013,20240905,call,completed,11:45,28
1332,5,2000000018,1015,20240905,lunch_meeting,completed,11:45,62
1333,5,2000000017,1011,20240906,call,completed,08:15,42
1334,5,2000000018,1015,20240910,call,cancelled,08:30,26
1335,5,2000000015,1010,20240912,lunch_meeting,completed,11:00,83
1336,5,2000000023,1010,20240917,lunch_meeting,completed,13:15,71
1337,5,2000000002,1009,20240917,call,completed,17:15,15
1338,5,2000000005,1009,20240919,call,completed,17:45,19
1339,5,2000000024,1010,20240923,lunch_meeting,completed,13:15,74
1340,5,2000000023,1008,20240924,lunch_meeting,completed,11:00,79
1341,5,2000000025,1010,20240924,call,completed,14:45,32
1342,5,2000000027,1012,20240925,lunch_meeting,completed,12:15,68
1343,5,2000000003,1014,20240925,call,completed,14:00,22
1344,5,2000000006,1009,20240926,lunch_meeting,completed,13:30,72
1345,5,2000000006,1008,20240927,lunch_meeting,completed,11:30,63
1346,5,2000000020,1013,20241002,call,completed,10:00,17
